order_id,order_date,region,customer_segment,category,product,quantity,unit_price,discount,revenue,cost,profit
582,2024-09-09,North,Consumer,Furniture,Bookshelf,3,7691.648568362366,0.15,19613.7,14834.08,4779.62
583,2024-02-27,East,Corporate,Groceries,Rice 5kg,2,70.64076164249173,0.05,134.22,88.84,45.38
584,2024-10-18,Central,Consumer,Groceries,Cooking Oil 1L,2,396.1830411144053,0.05,752.75,481.15,271.6
585,2024-12-22,West,Small Business,Electronics,Headphones,5,21294.520156625127,0.1,95825.34,66633.44,29191.9
586,2024-05-20,East,Consumer,Groceries,Cooking Oil 1L,3,302.78811345310953,0.2,726.69,448.02,278.67
587,2024-10-15,North,Corporate,Groceries,Cooking Oil 1L,4,324.00411454568854,0.15,1101.61,794.32,307.29
588,2024-05-24,South,Small Business,Groceries,Rice 5kg,5,277.5530936691814,0.2,1110.21,623.88,486.33
589,2024-06-24,North,Consumer,Furniture,Sofa,2,23054.57263373418,0.15,39192.77,22901.35,16291.42
590,2024-12-10,Central,Small Business,Electronics,Headphones,1,17194.8012250247,0.05,16335.06,12147.78,4187.28
591,2024-08-08,North,Small Business,Clothing,T-Shirt,3,475.7328488576871,0.0,1427.2,836.34,590.86
592,2024-02-23,North,Consumer,Groceries,Cooking Oil 1L,1,68.071183757218,0.1,61.26,37.22,24.04
593,2024-06-06,West,Corporate,Clothing,T-Shirt,4,3321.277380946054,0.0,13285.11,8174.98,5110.13
594,2024-11-21,South,Consumer,Groceries,Snacks Pack,4,334.42254060585094,0.0,1337.69,933.87,403.82
595,2024-09-28,East,Small Business,Furniture,Study Table,1,23861.5819165501,0.0,23861.58,13516.38,10345.2
596,2024-10-03,North,Consumer,Clothing,Jacket,1,493.0202999920403,0.2,394.42,276.85,117.57
597,2024-02-04,East,Consumer,Groceries,Tea 250g,2,519.9834897509122,0.2,831.97,500.56,331.41
598,2024-05-07,East,Consumer,Groceries,Cooking Oil 1L,2,345.39590057455695,0.0,690.79,416.51,274.28
599,2024-05-03,Central,Small Business,Clothing,Sneakers,3,3429.815655128135,0.2,8231.56,4546.08,3685.48
600,2024-12-24,East,Small Business,Electronics,Laptop,5,43301.89724644964,0.0,216509.49,145863.85,70645.64
601,2024-01-10,East,Consumer,Electronics,Headphones,4,27360.87346740739,0.0,109443.49,60902.46,48541.03
602,2024-11-04,Central,Consumer,Electronics,Headphones,4,36228.44222878061,0.0,144913.77,104954.27,39959.5
603,2024-06-15,North,Corporate,Clothing,T-Shirt,4,3572.5290439468417,0.0,14290.12,11166.24,3123.88
604,2024-03-26,North,Small Business,Clothing,Jacket,1,1877.0933987415835,0.0,1877.09,1149.66,727.43
605,2024-11-14,East,Consumer,Furniture,Bookshelf,4,10977.492923015758,0.2,35127.98,24427.9,10700.08
606,2024-07-03,West,Consumer,Clothing,T-Shirt,4,864.6344493846266,0.0,3458.54,2654.03,804.51
607,2024-01-22,Central,Consumer,Clothing,T-Shirt,5,1921.729250297822,0.1,8647.78,6441.48,2206.3
608,2024-09-23,West,Consumer,Clothing,Jeans,1,1977.2019437198626,0.2,1581.76,1244.79,336.97
609,2024-07-06,Central,Consumer,Electronics,Headphones,3,41144.37015538535,0.05,117261.45,90836.49,26424.96
610,2024-03-11,North,Small Business,Groceries,Snacks Pack,4,285.90542772154066,0.05,1086.44,665.77,420.67
611,2024-10-16,Central,Consumer,Electronics,Smartphone,5,22501.544932636927,0.1,101256.95,64095.67,37161.28
612,2024-12-18,North,Consumer,Clothing,Jeans,5,549.9184804239292,0.1,2474.63,1684.7,789.93
613,2024-06-11,North,Consumer,Groceries,Cooking Oil 1L,4,254.96142144178097,0.1,917.86,552.5,365.36
614,2024-12-15,West,Corporate,Clothing,Jeans,5,2990.4852090976915,0.15,12709.56,7926.64,4782.92
615,2024-01-22,West,Consumer,Clothing,Jacket,4,3747.718347324393,0.0,14990.87,9516.34,5474.53
616,2024-10-25,South,Small Business,Furniture,Sofa,5,5541.154489329589,0.05,26320.48,20311.78,6008.7
617,2024-07-10,Central,Consumer,Groceries,Cooking Oil 1L,4,578.8490475846103,0.0,2315.4,1279.85,1035.55
618,2024-03-17,west,Corporate,Furniture,Sofa,1,2088.0966815074194,0.1,1879.29,1404.76,474.53
619,2024-02-11,Central,Corporate,Clothing,Jacket,1,3974.1956740551113,0.0,3974.2,2700.79,1273.41
620,2024-04-14,West,,Clothing,Sneakers,1,2074.7395592380158,0.0,2074.74,1226.2,848.54
621,2024-06-12,Central,Corporate,Electronics,Headphones,4,15088.94476464248,0.15,51302.41,28855.87,22446.54
622,2024-05-06,South,Consumer,Clothing,Jacket,1,1678.054958090488,0.05,1594.15,986.15,608.0
623,2024-04-19,North,Small Business,Furniture,Study Table,1,14662.541914259897,0.0,14662.54,10587.66,4074.88
624,2024-12-19,Central,Consumer,Electronics,Smartwatch,3,4840.296089042818,0.1,13068.8,9860.75,3208.05
625,2024-07-15,Central,Corporate,Groceries,Tea 250g,2,494.1449404688962,0.0,988.29,601.76,386.53
626,2024-08-02,East,Corporate,Groceries,Rice 5kg,2,461.23528270719925,0.15,784.1,469.92,314.18
627,2024-11-01,North,Consumer,Electronics,Smartwatch,2,6707.069491416517,0.0,13414.14,7733.56,5680.58
628,2024-12-03,West,Corporate,Clothing,Jacket,3,707.4705381097551,0.15,1804.05,1131.98,672.07
629,2024-12-24,West,Consumer,Clothing,Jeans,3,469.84448422557557,0.1,1268.58,1012.35,256.23
630,2024-12-10,South,Consumer,Clothing,Jacket,5,2316.496845500734,0.0,11582.48,7257.58,4324.9
631,2024-10-13,East,Consumer,Electronics,Tablet,2,37770.07800842839,0.0,75540.16,50718.24,24821.92
632,2024-11-25,North,Consumer,Clothing,T-Shirt,4,3795.5050588964227,0.0,15182.02,8917.16,6264.86
633,2024-09-30,North,Small Business,Clothing,T-Shirt,2,2140.248051482815,0.15,3638.42,2482.67,1155.75
634,2024-05-15,East,Small Business,Furniture,Office Chair,1,8037.73668111281,0.15,6832.08,4401.87,2430.21
635,2024-10-02,Central,Consumer,Groceries,Tea 250g,3,258.6510790123026,0.05,737.16,423.66,313.5
636,2024-12-05,East,Consumer,Groceries,Tea 250g,1,260.2305260079703,0.1,234.21,166.18,68.03
637,2024-03-28,West,Consumer,Electronics,Tablet,2,56935.98402345902,0.1,102484.77,64197.7,38287.07
638,2024-05-22,Central,Consumer,Clothing,Jeans,3,891.4108435008959,0.2,2139.39,1599.5,539.89
639,2024-09-24,West,Consumer,Electronics,Laptop,3,53421.201601995206,0.05,152250.42,95881.37,56369.05
640,2024-10-05,South,Consumer,Groceries,Tea 250g,4,308.94903065124396,0.0,1235.8,857.97,377.83
641,2024-08-10,West,Consumer,Clothing,T-Shirt,4,876.888234464277,0.1,3156.8,2014.58,1142.22
642,2024-12-10,Central,Consumer,Electronics,Headphones,1,48582.71981184361,0.0,48582.72,27733.19,20849.53
643,2024-01-10,North,Consumer,Groceries,Cooking Oil 1L,1,152.72489052712115,0.0,152.72,110.34,42.38
644,2024-03-16,East,Small Business,Furniture,Study Table,2,7720.684057184367,0.0,15441.37,10439.38,5001.99
645,2024-11-02,Central,Consumer,Groceries,Rice 5kg,3,220.35328692030663,0.1,594.95,417.03,177.92
646,2024-05-31,West,Small Business,Furniture,Study Table,1,17334.303674118506,0.05,16467.59,12611.83,3855.76
647,2024-03-03,West,Consumer,Groceries,Cooking Oil 1L,2,405.3258192531278,0.2,648.52,418.79,229.73
648,2024-11-23,North,Consumer,Clothing,T-Shirt,2,2083.895231348789,0.15,3542.62,2351.52,1191.1
649,2024-07-25,South,Consumer,Clothing,Jeans,3,3202.6571682219887,0.0,9607.97,5866.37,3741.6
650,2024-01-23,North,Consumer,Groceries,Snacks Pack,1,150.44382163920562,0.05,142.92,104.99,37.93
651,2024-05-31,Central,Consumer,Electronics,Smartwatch,3,36022.45324670272,0.0,108067.36,84379.64,23687.72
652,2024-08-16,West,Consumer,Clothing,T-Shirt,4,1251.879273292032,0.0,5007.52,3954.72,1052.8
653,2024-01-10,South,Corporate,Clothing,Sneakers,2,2993.2001289975747,0.1,5387.76,3176.69,2211.07
654,2024-08-18,West,Consumer,Clothing,Sneakers,4,3666.867434847132,0.1,13200.72,9187.46,4013.26
655,2024-12-28,North,Consumer,Electronics,Headphones,2,45511.60791170627,0.2,72818.57,43644.7,29173.87
656,2024-10-17,Central,Corporate,Groceries,Rice 5kg,3,563.4762290356883,0.1,1521.39,1175.73,345.66
657,2024-03-23,North,Consumer,Clothing,T-Shirt,3,3604.7944139964015,0.05,10273.66,6836.62,3437.04
658,2024-01-26,West,Corporate,Electronics,Tablet,5,52075.66848255189,0.15,221321.59,147082.21,74239.38
659,2024-02-20,Central,Small Business,Electronics,Tablet,4,23633.333528434847,0.1,85080.0,56495.24,28584.76
660,2024-03-01,North,Small Business,Furniture,Office Chair,2,13166.44572650126,0.0,26332.89,17787.44,8545.45
661,2024-06-30,East,Consumer,Clothing,Jacket,5,3591.8157603616796,0.1,16163.17,12657.56,3505.61
662,2024-04-11,South,Small Business,Groceries,Tea 250g,3,189.02122297314025,0.0,567.06,424.54,142.52
663,2024-02-07,Central,Consumer,Furniture,Office Chair,3,4380.797781141013,0.05,12485.27,9905.17,2580.1
664,2024-12-13,Central,Small Business,Furniture,Sofa,2,21764.473874620948,0.05,41352.5,23500.03,17852.47
665,2024-06-04,North,Small Business,Clothing,Jeans,2,3527.683944944153,0.15,5997.06,4656.09,1340.97
666,2024-08-09,East,Small Business,Electronics,Smartphone,5,40609.98166416814,0.05,192897.41,146274.57,46622.84
667,2024-12-02,South,Consumer,Groceries,Snacks Pack,3,294.46398788778504,0.0,883.39,666.3,217.09
668,2024-05-07,Central,Consumer,Furniture,Bookshelf,2,9376.37979463876,0.05,17815.12,13695.41,4119.71
669,2024-08-26,Central,Corporate,Electronics,Smartwatch,5,40053.52884429158,0.0,200267.64,135384.43,64883.21
670,2024-03-05,North,Small Business,Clothing,Sneakers,1,2370.663061604411,0.0,2370.66,1883.65,487.01
671,2024-01-02,East,Consumer,Electronics,Smartwatch,1,48394.73992994896,0.0,48394.74,37672.01,10722.73
672,2024-06-26,South,Corporate,Groceries,Rice 5kg,4,195.20706533954115,0.0,780.83,622.58,158.25
673,2024-07-19,North,Consumer,Electronics,Smartphone,3,15890.984807947518,0.0,47672.95,28777.36,18895.59
674,2024-02-01,West,Corporate,Clothing,Jacket,5,602.4880995346209,0.0,3012.44,1694.33,1318.11
675,2024-10-18,East,Small Business,Electronics,Headphones,3,50037.19753839824,0.05,142606.01,95217.5,47388.51
676,2024-04-22,East,Consumer,Clothing,Jacket,3,3945.6931576608567,0.2,9469.66,7447.35,2022.31
677,2024-12-21,West,Consumer,Electronics,Smartphone,1,24320.0332686425,0.05,23104.03,13799.33,9304.7
678,2024-05-05,South,Corporate,Groceries,Cooking Oil 1L,4,340.0209926033163,0.0,1360.08,980.43,379.65
679,2024-09-14,South,Small Business,Clothing,Jeans,1,741.060093205639,0.0,741.06,541.31,199.75
680,2024-10-01,Central,Consumer,Electronics,Smartwatch,1,9021.905342932645,0.1,8119.71,5627.79,2491.92
681,2024-06-12,East,Consumer,Furniture,Office Chair,4,9652.885541628677,0.05,36680.97,22505.13,14175.84
682,2024-03-07,West,Consumer,Groceries,Rice 5kg,5,157.9288549283206,0.0,789.64,563.24,226.4
683,2024-04-17,West,Consumer,Electronics,Tablet,3,19613.460885166478,0.0,58840.38,38711.97,20128.41
684,2024-10-11,East,Consumer,Groceries,Rice 5kg,1,476.4325614372538,0.0,476.43,338.83,137.6
685,2024-10-03,Central,Corporate,Electronics,Laptop,3,50264.0854142756,0.15,128173.42,102503.64,25669.78
686,2024-05-26,West,Consumer,Clothing,T-Shirt,4,2599.454197956117,0.0,10397.82,6715.78,3682.04
687,2024-06-09,East,Corporate,Groceries,Snacks Pack,1,332.0124448866613,0.05,315.41,226.1,89.31
688,2024-02-21,East,Consumer,Electronics,Tablet,1,9587.36558959234,0.15,8149.26,6138.74,2010.52
689,2024-07-09,West,Small Business,Groceries,Rice 5kg,5,523.6124360337841,0.0,2618.06,1996.48,621.58
690,2024-04-30,West,Small Business,Electronics,Smartwatch,2,9092.30349477276,0.05,17275.38,10304.48,6970.9
691,2024-03-02,South,Corporate,Electronics,Tablet,4,21256.5699568897,0.0,85026.28,57516.22,27510.06
692,2024-08-13,South,Consumer,Clothing,Sneakers,5,2705.7398553119638,0.0,13528.7,8200.36,5328.34
693,2024-03-12,Central,Corporate,Clothing,Sneakers,4,1090.7434638562054,0.2,3490.38,2065.28,1425.1
694,2024-12-15,North,Consumer,Electronics,Smartwatch,1,36819.0408809505,0.1,33137.14,21950.03,11187.11
695,2024-04-19,West,Consumer,Electronics,Tablet,4,40331.81000057448,0.0,161327.24,122295.69,39031.55
696,2024-07-02,South,Consumer,Electronics,Smartwatch,3,10163.896719686954,0.2,24393.35,16392.97,8000.38
697,2024-09-21,East,Consumer,Clothing,T-Shirt,2,2161.227640736606,0.15,3674.09,2579.53,1094.56
698,2024-09-30,Central,Corporate,Furniture,Office Chair,2,22399.66855030595,0.2,35839.47,22230.09,13609.38
699,2024-02-02,South,Corporate,Clothing,Jeans,1,3451.5051862333185,0.0,3451.51,2168.57,1282.94
700,2024-01-29,East,Consumer,Electronics,Headphones,5,20251.36575817999,0.0,101256.83,74158.4,27098.43
701,2024-07-28,West,Consumer,Electronics,Smartphone,2,54218.89095821531,0.15,92172.11,70001.8,22170.31
702,2024-02-23,South,Corporate,Groceries,Snacks Pack,5,245.67574631036308,0.0,1228.38,887.24,341.14
703,2024-09-14,North,Consumer,Clothing,Sneakers,3,3605.690466342003,0.15,9194.51,5493.38,3701.13
704,2024-01-07,North,Corporate,Electronics,Tablet,1,43982.08480593315,0.0,43982.08,32178.35,11803.73
705,2024-02-16,Central,Corporate,Groceries,Rice 5kg,1,367.8323947925,0.2,294.27,167.26,127.01
706,2024-06-11,East,Consumer,Electronics,Laptop,3,33998.21648166909,0.0,101994.65,63905.75,38088.9
707,2024-05-26,West,Small Business,Groceries,Cooking Oil 1L,5,304.05886231315424,0.1,1368.26,870.21,498.05
708,2024-03-31,Central,Corporate,Electronics,Headphones,4,34283.33879846665,0.05,130276.69,72168.52,58108.17
709,2024-11-25,West,Consumer,Electronics,Tablet,5,5734.019001856165,0.1,25803.09,14544.46,11258.63
710,2024-02-07,Central,Small Business,Furniture,Office Chair,4,11765.169965276978,0.2,37648.54,24331.9,13316.64
711,2024-01-28,Central,Consumer,Electronics,Tablet,3,35420.30293944378,0.05,100947.86,70649.13,30298.73
712,2024-09-05,Central,Consumer,Electronics,Smartwatch,2,27578.056732229015,0.1,49640.5,30554.16,19086.34
713,2024-01-15,South,Consumer,Groceries,Cooking Oil 1L,1,526.6802416196672,0.05,500.35,373.75,126.6
714,2024-10-11,Central,Small Business,Groceries,Rice 5kg,3,237.57633005684295,0.05,677.09,530.27,146.82
715,2024-02-09,North,Corporate,Clothing,Sneakers,5,3468.749503248828,0.05,16476.56,11323.24,5153.32
716,2024-11-03,South,Corporate,Electronics,Smartwatch,1,13399.66062860143,0.0,13399.66,7782.03,5617.63
717,2024-06-07,West,Consumer,Groceries,Rice 5kg,1,61.50023178437923,0.05,58.43,41.12,17.31
718,2024-12-18,Central,Corporate,Furniture,Office Chair,2,3618.4664818386746,0.05,6875.09,5031.84,1843.25
719,2024-11-12,West,Small Business,Furniture,Bookshelf,4,11024.78832145259,0.0,44099.15,30078.12,14021.03
720,2024-11-15,Central,Small Business,Clothing,Jacket,3,2445.948943880532,0.0,7337.85,5283.69,2054.16
721,2024-05-25,East,Small Business,Groceries,Tea 250g,4,433.8947593237859,0.0,1735.58,1169.63,565.95
722,2024-04-16,Central,Corporate,Furniture,Sofa,1,8667.255629278772,0.0,8667.26,6875.62,1791.64
723,2024-05-14,West,Consumer,Electronics,Smartphone,1,36582.70818437386,0.05,34753.57,23837.44,10916.13
724,2024-06-14,West,Consumer,Clothing,Sneakers,5,2245.3020512770377,0.15,9542.53,5749.49,3793.04
725,2024-08-28,Central,Consumer,Furniture,Study Table,4,20437.779566121448,0.15,69488.45,55289.88,14198.57
726,2024-04-06,West,Consumer,Furniture,Office Chair,3,8189.754310674238,0.0,24569.26,15308.51,9260.75
727,2024-05-18,East,Corporate,Groceries,Tea 250g,5,184.63993015094925,0.05,877.04,586.04,291.0
728,2024-12-16,North,Consumer,Clothing,Jeans,1,3785.429322203959,0.0,3785.43,2676.81,1108.62
729,2024-04-18,West,Corporate,Electronics,Smartwatch,5,58679.242441254246,0.05,278726.4,178338.84,100387.56
730,2024-08-23,South,Corporate,Furniture,Study Table,2,24813.535718351763,0.2,39701.66,22463.82,17237.84
731,2024-07-26,East,Small Business,Clothing,Sneakers,4,941.1182409422876,0.0,3764.47,2191.84,1572.63
732,2024-06-06,West,Consumer,Furniture,Office Chair,5,23523.759354556358,0.0,117618.8,91326.57,26292.23
733,2024-10-23,North,Small Business,Clothing,T-Shirt,3,1121.2233559471924,0.05,3195.49,2004.95,1190.54
734,2024-09-20,Central,Consumer,Furniture,Office Chair,2,17059.842279537985,0.05,32413.7,25615.88,6797.82
735,2024-07-30,West,Consumer,Clothing,Jacket,1,1643.2383205347887,0.05,1561.08,882.97,678.11
736,2024-03-18,East,Consumer,Groceries,Cooking Oil 1L,2,422.39054196214636,0.15,718.06,443.76,274.3
737,2024-05-27,South,Consumer,Clothing,Jeans,4,3082.5213153801533,0.0,12330.09,8398.14,3931.95
738,2024-09-05,West,Corporate,Groceries,Tea 250g,2,199.25976729377152,0.05,378.59,213.22,165.37
739,2024-02-02,South,Small Business,Furniture,Bookshelf,3,18273.024836494984,0.05,52078.12,30111.53,21966.59
740,2024-04-01,West,Corporate,Clothing,Jacket,4,1244.1424244194118,0.15,4230.08,2456.23,1773.85
741,2024-04-14,East,Small Business,Furniture,Study Table,2,7475.959894563704,0.0,14951.92,10897.84,4054.08
742,2024-11-30,South,Corporate,Electronics,Headphones,4,32673.271429759723,0.0,130693.09,75328.68,55364.41
743,2024-04-04,East,Small Business,Clothing,Sneakers,4,1262.9526816728007,0.05,4799.22,3810.67,988.55
744,2024-05-04,East,Consumer,Clothing,T-Shirt,4,1291.2322293104248,0.0,5164.93,2901.94,2262.99
745,2024-08-15,South,Consumer,Groceries,Snacks Pack,3,217.86799157087253,0.0,653.6,438.36,215.24
746,2024-11-05,North,Consumer,Electronics,Smartphone,1,32495.282504281113,0.0,32495.28,20619.39,11875.89
747,2024-04-09,South,Small Business,Electronics,Laptop,5,15166.128374119855,0.1,68247.58,39814.67,28432.91
748,2024-05-17,North,Corporate,Electronics,Tablet,1,52709.21890464314,0.1,47438.3,27448.25,19990.05
749,2024-05-11,North,Consumer,Electronics,Laptop,2,7534.085511384122,0.15,12807.95,7448.45,5359.5
750,2024-04-04,Central,Consumer,Clothing,Jacket,3,728.5059728285731,0.0,2185.52,1741.15,444.37
751,2024-11-06,South,Consumer,Clothing,Sneakers,3,3936.60599626324,0.0,11809.82,6775.2,5034.62
752,2024-11-07,East,Consumer,Electronics,Headphones,4,59472.690915556086,0.0,237890.76,182782.86,55107.9
753,2024-08-28,South,Consumer,Furniture,Office Chair,3,19427.903723552754,0.1,52455.34,28887.71,23567.63
754,2024-12-11,Central,Consumer,Groceries,Rice 5kg,2,217.97742419851323,0.15,370.56,294.69,75.87
755,2024-10-30,West,Corporate,Groceries,Rice 5kg,2,212.3098731013569,0.2,339.7,255.14,84.56
756,2024-08-14,East,Consumer,Electronics,Tablet,4,35526.602961370896,0.0,142106.41,94211.9,47894.51
757,2024-03-09,Central,Corporate,Clothing,T-Shirt,2,419.13100895750335,0.05,796.35,504.28,292.07
758,2024-10-17,Central,Corporate,Clothing,T-Shirt,4,3922.621480957684,0.0,15690.49,12537.05,3153.44
759,2024-02-25,North,Consumer,Electronics,Headphones,3,30614.74563354467,0.0,91844.24,65602.48,26241.76
760,2024-06-30,North,Corporate,Furniture,Sofa,4,13379.347530021183,0.1,48165.65,32629.04,15536.61
761,2024-09-21,Central,Consumer,Furniture,Office Chair,5,18627.405461487884,0.05,88480.18,49061.33,39418.85
762,2024-06-12,South,Consumer,Electronics,Tablet,3,5648.597199156317,0.2,13556.63,9822.7,3733.93
763,2024-05-07,South,Consumer,Electronics,Tablet,3,15555.36119318749,0.0,46666.08,30548.19,16117.89
764,2024-05-20,East,Consumer,Clothing,Jeans,1,3747.4906018020192,0.1,3372.74,2578.26,794.48
765,2024-03-12,North,Corporate,Furniture,Study Table,4,18368.687365166978,0.05,69801.01,54158.92,15642.09
766,2024-06-26,Central,Consumer,Electronics,Tablet,5,24806.427296651327,0.1,111628.92,84323.86,27305.06
767,2024-01-31,South,Small Business,Clothing,Jacket,5,3539.1463464818453,0.15,15041.37,8458.04,6583.33
768,2024-11-21,North,Consumer,Groceries,Tea 250g,1,340.2940499573565,0.15,289.25,168.68,120.57
769,2024-12-13,Central,Corporate,Electronics,Tablet,1,27668.946959971985,0.05,26285.5,18986.31,7299.19
770,2024-04-07,East,Consumer,Clothing,Jeans,2,2471.803666488612,0.0,4943.61,3444.62,1498.99
771,2024-04-01,West,Corporate,Electronics,Headphones,3,20994.641822217567,0.1,56685.53,33665.54,23019.99
772,2024-10-30,East,Consumer,Electronics,Smartwatch,2,57474.886551269185,0.0,114949.77,87146.26,27803.51
773,2024-02-07,Central,Consumer,Groceries,Rice 5kg,3,474.8260497950063,0.0,1424.48,800.54,623.94
774,2024-05-10,East,Corporate,Clothing,Sneakers,3,2669.431832589377,0.1,7207.47,4447.62,2759.85
775,2024-01-11,North,Consumer,Clothing,T-Shirt,5,2189.928652803591,0.05,10402.16,5778.75,4623.41
776,2024-04-14,East,Consumer,Clothing,Jacket,1,2515.684459215348,0.1,2264.12,1626.5,637.62
777,2024-02-25,Central,Small Business,Electronics,Laptop,5,44728.33202485556,0.2,178913.33,138724.29,40189.04
778,2024-08-18,Central,Consumer,Electronics,Laptop,4,19567.56557472477,0.0,78270.26,51728.81,26541.45
779,2024-10-04,Central,Corporate,Electronics,Laptop,5,39530.40839168599,0.0,197652.04,129438.06,68213.98
780,2024-07-18,West,Consumer,Electronics,Laptop,1,31561.736334526668,0.05,29983.65,23526.51,6457.14
781,2024-10-03,South,Small Business,Electronics,Smartwatch,2,9648.856330315399,0.1,17367.94,12552.04,4815.9
782,2024-05-04,Central,Consumer,Clothing,T-Shirt,5,2027.518637220301,0.0,10137.59,6624.83,3512.76
783,2024-06-27,West,Consumer,Furniture,Study Table,2,20258.39573596081,0.0,40516.79,26782.74,13734.05
784,2024-05-22,Central,Corporate,Clothing,Jacket,4,3234.4558542749455,0.0,12937.82,9986.58,2951.24
785,2024-07-15,North,Corporate,Furniture,Sofa,4,21764.654853646287,0.15,73999.83,56345.48,17654.35
786,2024-02-18,Central,Consumer,Electronics,Tablet,4,25671.877009963664,0.1,92418.76,69965.92,22452.84
787,2024-11-03,Central,Corporate,Electronics,Headphones,3,29888.9219509466,0.0,89666.77,70671.81,18994.96
788,2024-07-13,West,Consumer,Furniture,Bookshelf,1,8164.264511950739,0.0,8164.26,5041.38,3122.88
789,2024-02-18,West,Consumer,Clothing,T-Shirt,3,3193.516659334872,0.15,8143.47,4498.33,3645.14
790,2024-09-07,Central,Corporate,Furniture,Study Table,2,3524.6743112706554,0.05,6696.88,4943.65,1753.23
791,2024-04-14,West,,Groceries,Tea 250g,5,231.1179220755296,0.2,924.47,532.98,391.49
792,2024-09-27,South,Consumer,Electronics,Smartwatch,3,39175.546571048726,0.15,99897.64,55453.22,44444.42
793,2024-08-18,North,Small Business,Clothing,T-Shirt,5,1264.3049269719181,0.0,6321.52,4755.33,1566.19
794,2024-04-20,East,Corporate,Groceries,Cooking Oil 1L,1,350.6441052687854,0.05,333.11,220.61,112.5
795,2024-05-19,North,Corporate,Furniture,Study Table,2,19663.235429625518,0.0,39326.47,26043.09,13283.38
796,2024-04-18,South,Consumer,Clothing,Jacket,3,429.5139560714639,0.05,1224.11,844.28,379.83
797,2024-01-28,South,Small Business,Clothing,Jacket,2,2365.2492133605074,0.05,4493.97,2638.41,1855.56
798,2024-02-12,West,Small Business,Furniture,Study Table,4,15942.982771077617,0.1,57394.74,36007.06,21387.68
799,2024-12-18,West,Consumer,Clothing,T-Shirt,3,2268.174511353125,0.0,6804.52,5296.49,1508.03
800,2024-03-26,West,Consumer,Furniture,Office Chair,3,7456.850364114157,0.15,19014.97,13662.53,5352.44
801,2024-09-06,South,Consumer,Electronics,Tablet,4,50226.50143098552,0.1,180815.41,139379.29,41436.12
802,2024-12-29,Central,Corporate,Furniture,Office Chair,4,21911.726453456253,0.0,87646.91,62608.79,25038.12
803,2024-10-02,South,Consumer,Furniture,Study Table,5,24587.77970861951,0.05,116791.95,81735.78,35056.17
804,2024-11-15,South,Corporate,Furniture,Bookshelf,3,19495.210866542948,0.1,52637.07,31535.96,21101.11
805,2024-03-07,East,Consumer,Electronics,Smartwatch,5,14983.947985063971,0.15,63681.78,39056.15,24625.63
806,2024-03-17,Central,Corporate,Electronics,Laptop,3,16770.17691966678,0.05,47795.0,31203.1,16591.9
807,2024-06-22,South,Consumer,Groceries,Rice 5kg,2,521.8390518854319,0.0,1043.68,687.75,355.93
808,2024-11-04,Central,Consumer,Furniture,Study Table,2,9855.099734691368,0.1,17739.18,11695.8,6043.38
809,2024-01-01,West,Consumer,Furniture,Bookshelf,2,19579.452004754185,0.05,37200.96,27461.91,9739.05
810,2024-07-26,North,Consumer,Electronics,Tablet,1,13379.629685823635,0.0,13379.63,7647.95,5731.68
811,2024-01-24,East,Consumer,Clothing,Jacket,2,660.4541818098064,0.05,1254.86,811.09,443.77
812,2024-11-27,North,Corporate,Clothing,Sneakers,5,3207.8576579454148,0.05,15237.32,11885.86,3351.46
813,2024-05-04,Central,Small Business,Electronics,Smartwatch,2,52763.10238865034,0.2,84420.96,60205.09,24215.87
814,2024-09-21,Central,Consumer,Electronics,Headphones,4,55335.93357494085,0.0,221343.73,146874.17,74469.56
815,2024-01-14,West,Consumer,Electronics,Smartphone,2,50211.968581773,0.2,80339.15,46877.39,33461.76
816,2024-07-21,East,Corporate,Clothing,T-Shirt,1,1744.83862974069,0.2,1395.87,1095.19,300.68
817,2024-08-17,West,Corporate,Groceries,Snacks Pack,2,151.59265026343576,0.0,303.19,231.09,72.1
818,2024-07-18,North,Consumer,Electronics,Smartwatch,5,35347.24289268756,0.0,176736.21,98111.2,78625.01
819,2024-10-11,East,Small Business,Furniture,Sofa,2,14735.749322162308,0.0,29471.5,22329.74,7141.76
820,2024-05-26,West,Consumer,Electronics,Tablet,1,7963.292236131795,0.0,7963.29,5563.02,2400.27
821,2024-11-11,North,Consumer,Clothing,Jeans,2,3017.5760166106247,0.1,5431.64,3106.91,2324.73
822,2024-08-15,North,Consumer,Groceries,Tea 250g,3,216.8992690472834,0.1,585.63,458.37,127.26
823,2024-12-14,North,Consumer,Electronics,Smartwatch,2,11452.624151941127,0.1,20614.72,15726.37,4888.35
824,2024-07-19,West,Consumer,Clothing,Jacket,1,3190.5793427041735,0.1,2871.52,1989.49,882.03
825,2024-11-16,West,Corporate,Electronics,Headphones,4,24547.702991658745,0.1,88371.73,62827.23,25544.5
826,2024-07-26,North,Corporate,Electronics,Laptop,3,28153.557877060175,0.2,67568.54,50980.21,16588.33
827,2024-05-11,Central,Consumer,Clothing,T-Shirt,1,2253.746183412938,0.0,2253.75,1556.67,697.08
828,2024-04-30,West,,Electronics,Smartphone,1,51350.643246300686,0.05,48783.11,33898.61,14884.5
829,2024-09-25,North,Corporate,Electronics,Headphones,3,6771.647526647455,0.1,18283.45,11301.72,6981.73
830,2024-02-11,West,Consumer,Groceries,Snacks Pack,5,252.44710071641785,0.0,1262.24,783.07,479.17
